"entity_id:ID","entity_key","canonical_name","aliases",":LABEL"
"00e42f79-2ff5-556f-9fbe-b692cf7d77f6","chain_node:v1_18e1e0294b854c33f5708354e9833f7cd79296ec","核酸药物","","ChainNode"
"00f9a4bf-b389-57c2-bd0f-0189cac2a3bb","chain_node:v2_dad076a80d692bd5eafe860c231a4581ecba3c59","铅锌矿石","","ChainNode"
"011599c9-46b1-550e-9809-0c985acef1c5","chain_node:v2_a8883dcf4b3cced278ad23021be0870074154027","舰载雷达通信系统","","ChainNode"
"01159d34-1ff4-55cf-821a-0343925794a4","chain_node:v1_0f0483c5876549c0f962c8fca3aa6eeb051d0334","免税零售","免税概念|免税店","ChainNode"
"011e71ad-23d0-5f8f-a7bf-ce06a06033bc","chain_node:v1_3a37379777925de10142e95e587cb12a5b08d263","网约车服务","网约车","ChainNode"
"0125122b-62a3-5232-9f8e-d6e705c14e01","chain_node:v2_1407ea7f0d5dcf6f753751839fd22c0d228c1df7","纺织助剂配方生产服务","","ChainNode"
"0128a1b9-386c-5016-bc95-2334bdb4c731","chain_node:v2_cf06a98eefcffe36592ceb5ef56fe1879bf4f3a0","国资云资源池","","ChainNode"
"012eabeb-43e2-5f2d-8039-d2d9b073569f","chain_node:v2_e63c15ebe17cff0fb5e44957509791d33258a2b7","压水堆核燃料组件","","ChainNode"
"013416f0-2561-56f7-a763-b819ae547a14","concept:master_v1_498340fced20d28d","中芯国际生态","中芯国际","Concept"
"01543199-c7f6-56b2-a3b8-4da20d8f9b31","chain_node:v2_a064bd2f7a3fdc1a58176079f09c8324a5f50021","休闲食品调味料","","ChainNode"
"016106d3-ee7f-575e-a2e7-21268f933427","chain_node:v2_224f01f937b9cb92b44e3ccbf12114601003da80","磷掺杂多晶硅层沉积服务","","ChainNode"
"0162be21-4acf-5258-bed5-78f49a0ad92e","chain_node:v1_bd6739cd4cb9c87d5f45c8549bec19106a97494b","房屋检测","","ChainNode"
"01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services","数字孪生实施服务产业链","","IndustryChain"
"0179bdf8-2a8e-5a6e-962f-3375f3ea5df9","chain_node:v2_03bad55d1efe748d4f3c02ecc208a61aa2c6286e","城市原水","","ChainNode"
"017a8df0-2adb-5f9a-a367-72e7ddc710ec","chain_node:v2_ef5af0f1f07a61946b71bd739332be8d1abe2bdf","办公订书钉","","ChainNode"
"0184202c-6030-580b-9475-d3e8813a0a57","industry_chain:photovoltaic_inverters","光伏逆变器产业链","","IndustryChain"
"01aab018-0a9f-5824-ad01-c80d0c003690","chain_node:v2_cb98a1796decc8abcdcfea2a07c1fa045a59191d","医疗信息系统","","ChainNode"
"01d3d751-869c-5962-9dd2-ecdd4a2ef6da","chain_node:v2_d51b1e27d51e09c8fcc48c74f6c8976ffe0f6fd9","门户采编服务","","ChainNode"
"01f0a133-2024-5d59-9d5b-8bb6da28b626","chain_node:v2_9d67964835ee22119d3f15e5feea8bb431d96c2b","磁悬浮直线电机","","ChainNode"
"021c8727-c279-58db-9639-c6761172b44f","industry_chain:lithium_resources","锂资源开发产业链","锂产业链","IndustryChain"
"023849b3-f65f-5814-ba7c-bb720bd25992","chain_node:v1_bf7b91bf20462497f39dcb77956c6ef0d80685c4","石墨电极","","ChainNode"
"02447e28-2b81-55be-b1e3-959b455c0dd0","chain_node:v2_de350e47b1d35bafaa83d68e1d32e14594d594ef","赤藓糖醇生产菌种","","ChainNode"
"02577300-b70d-5df5-80d2-fa433d5b827e","chain_node:v1_ce87d291781abc50a256a7356e459121e6b3e392","MicroLED","","ChainNode"
"025ae2bc-4467-5ff2-aef0-809af9417543","industry:sw:workbook_snapshot_v1:350106","其他纺织","","Industry"
"025f4d5f-74dc-588d-befc-6195ee0bf695","chain_node:v2_16d11ce8b39c44d74e8716030dd3d94813cf6820","住宅开发用地使用权","","ChainNode"
"026430ba-38ca-5c41-8b38-6d42e79fb071","chain_node:v2_fbedbb5732b8640138c0f773a07236daef66c7ae","房屋租赁签约协助服务","","ChainNode"
"02887ed5-c1c0-5c7f-b930-563844c9f10d","chain_node:v2_2b085e8d9c38367993f84cd57b8e2ddffae84e22","超超临界锅炉","","ChainNode"
"029ea129-4fe9-5eae-8932-f4892fd29732","industry:sw:workbook_snapshot_v1:340803","熟食","","Industry"
"02a3e348-a0dd-5e6a-8ac4-548f3277986f","concept:master_v1_588c05fa2f0f37ee","C2M模式","C2M|C2M服务|C2M概念","Concept"
"02ac1ea5-6409-5273-b6fc-668b0c26d2a9","chain_node:v1_fa2d509cc3eb1ad20f11e36c71144ec1993a173e","粮油加工","","ChainNode"
"02c78309-4413-5d8f-a46b-c81c9f6b013b","industry_chain:fashion_jewelry","时尚饰品产业链","非贵金属饰品产业链","IndustryChain"
"02db8efa-8159-5a52-8dee-3bf43aaad377","chain_node:v2_45ed992b0dd9caec288adac8a9e5c3cfba451ea8","公共充电运营服务","","ChainNode"
"02e6a11b-8c8f-5d08-b690-d36eedc84bc7","industry_chain:bathroom_fixture_products","卫浴制品产业链","","IndustryChain"
"03075abb-c234-52f0-bda1-f802219bd173","chain_node:v2_fb627f263b4b3b3c617a2f2358f469b2fcf334df","TPMS接收控制器","","ChainNode"
"033059d0-68cd-5f3c-b23b-53756555196f","industry_chain:industrial_abrasive_materials","工业磨料产业链","","IndustryChain"
"03466c48-c3d2-5014-945c-a9f8a3d5747d","chain_node:v2_ea33a3ca3e720e87c5e24764858526ca2739c37a","溶解浆","","ChainNode"
"036b9443-e0e6-5cb9-8a61-28b401e51785","chain_node:v2_3901281f840f277113b7eb2a5ad462415816b519","超薄盖板玻璃","","ChainNode"
"03734e9f-cdf2-5857-9aab-152ad388cc17","industry_chain:public_ev_charging_operations","公共充电运营服务产业链","","IndustryChain"
"0397fac0-f191-5633-b0b3-814c4847f78a","industry_chain:range_hoods","吸油烟机产业链","油烟机产业链","IndustryChain"
"03a96f55-560d-5be3-ae62-6d8c48015c2e","chain_node:v2_7cbdcdee406188b84f3c4aafed576db29134cb25","多层陶瓷电容器（MLCC）","","ChainNode"
"03c6f9c1-8728-56e5-9e33-092f5956f111","industry:sw:workbook_snapshot_v1:630500","光伏设备","","Industry"
"03d366be-3c4b-5ce6-b71e-de26d1ba89f4","industry:sw:workbook_snapshot_v1:280601","商用载货车","","Industry"
"03d36e6a-20bf-57f4-8b27-d19a7e1633b0","chain_node:v2_d249b1e82009823f5fe94d2d53b1707b97842be0","主题IP内容授权服务","","ChainNode"
"03dcea75-e779-5e22-ac27-2ffd55946c51","chain_node:v2_8ac1825387ba38b339e7b750a2eb1ce238e3f36e","纺织印染服务","","ChainNode"
"03fbd9e3-2bdc-559f-8a6c-734ec4a4503c","chain_node:v2_d2b8f8b365cf7a80468fbaa1a3bbb00b657eaadb","桌面游戏规则与内容设计服务","","ChainNode"
"04152724-6c2f-54a3-8eca-6d8148fbcfd4","chain_node:v2_f44bd0cd2a5c22fcd9983dad703891197952fce4","增材制造后处理服务","","ChainNode"
"041a3246-1922-5db6-a489-2c381217b0df","chain_node:v2_bef38dfe641e14064476f900fa15cbfd8acb518d","兽药用抗感染原料药","","ChainNode"
"042f69c5-45c7-5b49-8032-4ef522331eba","chain_node:v2_542829cc994ca748fe6f745783e4fc7bddb5d546","LED分光分色测试服务","","ChainNode"
"0461e728-057f-5168-8879-193d6c9879ca","concept:master_v1_e6ed0f2499a7bea0","智谱AI生态","智谱 AI","Concept"
"0498ab5b-592c-5191-8024-60be4855dcc1","chain_node:v2_06864b8a40e6a836624156457a60b95dd413a670","抽水蓄能发电运营服务","","ChainNode"
"04af76a4-9805-5061-ba43-818cefbbc876","chain_node:v1_c5ea8ca690c407c7d5dd5afebdd48bc600e88174","虹膜识别模组","","ChainNode"
"04c66f13-6763-5a27-8c1c-56fe1bbe8a86","industry:sw:workbook_snapshot_v1:720702","音频媒体","","Industry"
"04d3042a-acb4-5622-923b-2de843bafcd8","chain_node:v1_7866bcdb8d5e65abc0cbdb226c272f11a889cd2f","百货零售服务","","ChainNode"
"04e28815-173f-524f-bbd8-102f438662cc","chain_node:v1_2031082c8fe3f60ad8fa238ccb03170683261661","超硬磨具","","ChainNode"
"0506601b-3fb4-5366-80b3-aeb03bfdc797","chain_node:v2_73449463cdded68bea128031b0c035171c77d52e","硫酸电解液","","ChainNode"
"05309561-4942-55d5-86a8-ac649932fa4f","chain_node:v2_92fccd80220382ff9e86cf73c59237375b380335","甲醇制烯烃（MTO）工序","","ChainNode"
"053c3851-055c-57ee-b93a-4db0783ec182","industry:sw:workbook_snapshot_v1:350301","钟表珠宝","","Industry"
"0575c722-1899-53a7-8686-2b01bcc4dbc9","industry:sw:workbook_snapshot_v1:220501","其他塑料制品","","Industry"
"058392ba-7b45-5537-8249-d9887daaf505","chain_node:v1_9c34098a2c06eef1c1ad92817eea77d75dc1abd0","电商代运营服务","","ChainNode"
"05874d1e-1fa9-5516-baef-ff5de57648ee","industry:sw:workbook_snapshot_v1:240301","铝","","Industry"
"05b234f8-10b0-59be-acb5-51f05edcaf34","chain_node:v2_30018e3e594b4f8b00b613e16aff60650877aa56","非运动服装产品","","ChainNode"
"05bcc2ec-747e-543d-966a-5e3d1cca48df","industry_chain:acrylic_acid","丙烯酸产业链","","IndustryChain"
"05c2b2f7-edee-5300-b7f3-486b8cf9c8d1","chain_node:v2_b2479d30525553a16a4aaca8bd1499d185c22a93","TOPCon光伏组件","","ChainNode"
"05cc139c-da55-5a4c-95ee-698c589f39df","industry:sw:workbook_snapshot_v1:480301","股份制银行Ⅲ","","Industry"
"05d427df-6432-5ca9-8480-89cbecf814e6","chain_node:v1_fb9dcf7ad208ff8ab8ce7e8179affe3e75285f4a","光刻机","","ChainNode"
"05d6cdcd-265a-589e-9bb4-da1654af4b1f","chain_node:v2_65ef633f51a2de59d98aa00f4a677efe502f9409","线下药店门店网络基础设施","","ChainNode"
"05dc4c45-f453-545a-ba41-35274f3f7265","chain_node:v2_914e59eb94bcae4edb42881ebc56c8cf6f03aa68","IDC机柜托管服务","","ChainNode"
"06194620-42ac-5b92-9285-eb445fa62ae8","chain_node:v2_2a1bf89fccbd6a066aad292d0136c250bc45d59d","数字化织机","","ChainNode"
"061bd82d-65f6-5162-9adf-63dbdfd7eae1","chain_node:v2_9f3080728daf6ce7edc7f0bdb7913636c329db8f","主题公园规划设计服务","","ChainNode"
"061d23d2-9316-59de-a917-0939a5fcb426","chain_node:v2_7554d3e25f273279ffb9588c92e34dca860f9ccb","海外仓服务","","ChainNode"
"0620beda-f1ce-5a29-be8a-e8b1f2e5b8c7","chain_node:v2_1a056c44afd16860f2fd5c5842e8bb64eed49c92","焚烧炉渣资源化服务","","ChainNode"
"062212be-1065-53e2-9f84-e9dd0fdc8d0a","chain_node:v2_d2f8322d236950578933dfc586dd312514a964e4","建筑采暖系统","","ChainNode"
"0631d387-96a9-5f01-8d9e-c3455aa1fb55","industry:sw:workbook_snapshot_v1:360501","文化用品","","Industry"
"064c463c-7a03-5da9-b2ef-6f581529b34b","chain_node:v2_53cef3d9c02e90d1bd1cba102b88c6c69fa036e8","医药冷链仓储服务","","ChainNode"
"065261ca-a5dd-57aa-8a37-fbe44267e560","chain_node:v1_7ff0f6ea31113c423adf31ea72bd6ec464985a6a","托管安全服务（MSS）","","ChainNode"
"065b699e-6cdb-53be-b33a-2bc6cf907456","concept:master_v1_b45d91812071a925","百度生态","百度","Concept"
"065f935f-a308-5194-8545-e0ff77985853","industry_chain:gold_jewelry","黄金首饰产业链","","IndustryChain"
"066384a3-04f3-55dc-a29a-d986e27f1c0a","concept:master_v1_85b90fd5b69ebf2c","消费电子","","Concept"
"06694bc1-7c7f-5a01-aa68-c2b24374066d","chain_node:v2_d0f1a72b799fb7c34664e49b127183488c589284","仓储自动化设备","","ChainNode"
"0676708c-cbc6-585f-b452-ed059a4b1ffe","industry:sw:workbook_snapshot_v1:370404","互联网药店","","Industry"
"067af35e-2dae-5849-adf5-10317475d9cc","chain_node:v1_0cc1a67a17b26c83b98614a7e5940e6f841358f9","充电桩","","ChainNode"
"0689d5c7-df77-52c4-8f2e-ab0e9d50522b","chain_node:v2_67b4e2f579ea6b3c57c56a00b7840bdd723f45ef","商业用地取得服务","","ChainNode"
"068ea3f2-2a0b-5627-8055-9fb0144ae0bb","chain_node:v2_13beb80775af394d7de79e9c4c43e918fa49c8b9","四氯化钛","","ChainNode"
"068fe84c-03e7-5cd8-97e5-dd4b02267ec0","chain_node:v2_e327a95a16320dcd450de7b8bd3aaaba6de6135d","网约车调度平台","","ChainNode"
"06912625-65f0-55ef-ac99-61ef250ed470","chain_node:v2_26d52fc5c50c20e153f32ba220966f118eb0c081","通信卫星天线系统","","ChainNode"
"0691fcee-6543-5188-8105-55611194bf92","industry_chain:caustic_soda","烧碱产业链","","IndustryChain"
"06937b7c-d3a9-5065-8a8b-51954030dcdb","industry:sw:workbook_snapshot_v1:410109","其他能源发电","","Industry"
"06939a3c-cc18-527d-92ec-3ca4cced8e27","industry:sw:workbook_snapshot_v1:770100","个护用品","","Industry"
"06a2f8ed-6bab-58d9-baf6-a101463316e9","industry:sw:workbook_snapshot_v1:430100","房地产开发","","Industry"
"06b91db2-f4c6-5a0e-a2f7-e7a02e7c65e8","industry:sw:workbook_snapshot_v1:450300","一般零售","","Industry"
"06c2fd05-b593-5346-b1fb-2c53dfe1decb","chain_node:v2_9f0b3b22c2533ae1fbb28ff125feeec2a824a435","智能监控摄像机","","ChainNode"
"06ca9770-9d85-5e22-9239-5a305cd0671f","chain_node:v2_2f831bcd74243fcef9688a79ad9b495d32507340","载人飞船生命保障系统","","ChainNode"
"06dd5467-d054-56b3-889b-1a5852a8df8f","chain_node:v2_bb23bcc35bf9d1dcf79943ab00cc5f59c660f8ca","建筑门窗铝型材","","ChainNode"
"06ddeaa4-58b8-57b5-b032-ec0cc1bb5001","chain_node:v2_0e5041c7abdced0c2e21b4474c8ad6ceacf7387b","仲钨酸铵（APT）","","ChainNode"
"06dffe6b-28d8-5d86-8d20-bb47a7683c02","industry_chain:fluorochemicals","氟化工产业链","","IndustryChain"
"070cdbad-137c-5fa4-8591-0373f25de48c","chain_node:v2_3308ae78484523dc058b05dd995d1b2963c8d13e","分子伴随诊断服务","","ChainNode"
"070e2648-535b-5eb1-8516-bb99043a9439","chain_node:v2_7eb5cbca7075bfb89b943af8881990b55d9faf8b","云资源虚拟化平台","","ChainNode"
"070fdcaa-070d-55cf-afec-3c7209648a7f","chain_node:v2_1d40814c9e938ec6f313d9887e1a5ec30144b1dd","风电主轴热处理服务","","ChainNode"
"0710926f-e8cb-51ca-bfec-f5f2505b755e","chain_node:v2_70fbfb8b15c31eb7864993fc679d8928dff93c68","电子海图显示与信息系统（ECDIS）","","ChainNode"
"0716fe62-0c91-58cb-aff4-5c4ee7fd85db","industry_chain:architectural_coatings","建筑涂料产业链","涂料产业链","IndustryChain"
"07258a7b-5dec-5863-8879-0ac754b5c0a7","chain_node:v2_dcefe6f9b7be4b18f61566b4cd29c61ae618dd84","空间站电源系统","","ChainNode"
"0738cad8-8bf0-5c97-8156-8d79d8dfaab0","chain_node:v2_86cc25405dcfc02e6e4414f733abc642f9556c2c","移动核心网","","ChainNode"
"074632f8-2dac-51f5-bb4d-43df3224341b","chain_node:v2_8c435a9d6f6de9bc27907431c1e89b7c114aba2e","交联聚乙烯电缆绝缘料","","ChainNode"
"07717fb7-ad14-5ee4-9c30-878e74511734","chain_node:v2_e5fed3f2898a6bb02a1f8c1a1a9022123766f9d9","广播电视传输网络","","ChainNode"
"078502dd-5165-569a-a4ee-f146e0a9ee5e","chain_node:v2_d09485110110b81168043b1dd45a14cd45b0f300","汽轮发电机组","","ChainNode"
"07858c3a-5b40-5333-b656-e1880eaafa2a","chain_node:v1_bc892b49bfd485fb02872ff0c2b0f6feb9803057","核辐射检测服务","","ChainNode"
"07927ff0-be29-5a0a-8f12-1b589e0d06b3","chain_node:v1_3ee7867648d76dcd26bdb4b6dc22a41b5cdb55a4","线控转向执行器","","ChainNode"
"07941398-dc37-5266-ab7b-6452f0bafbbb","chain_node:v1_7a4e4ea687f372366e711ecf94a46671bdf5dd6c","煤炭","煤炭概念","ChainNode"
"07a60c6e-5f66-5d35-b2bb-965573d9fd13","industry:sw:workbook_snapshot_v1:720700","数字媒体","","Industry"
"07b7ceca-0b4b-593d-8213-2353a8cb27ef","chain_node:v2_02359fd3a10fba55512b5df7b31d9c7a71bba45c","兽用抗感染药品","","ChainNode"
"07b8ad1c-f6eb-564c-a4f8-4893e3c427b7","industry_chain:large_civil_aircraft","大型民用飞机产业链","大飞机产业链","IndustryChain"
"07e3d06f-b3a8-5444-9d23-d75b63f432e5","chain_node:v2_c758ddfdeabcbb7e32db69fb20a4a9fe4a62528c","棉织物活性染整服务","","ChainNode"
"07f31ec9-1ddc-502d-992d-5794b638decd","industry_chain:home_cleaning_appliances","家用清洁电器产业链","清洁小家电产业链","IndustryChain"
"07f5c33f-55da-552c-8fba-1547e502a10c","chain_node:v2_412c3d3eed1881899032b843b355d44fb57b585e","激光器芯片","","ChainNode"
"08113648-9d19-5130-9cc0-14f2789431e5","chain_node:v2_20376b49d8854eef40e80a106abe3d054a56acdf","单晶炉自动控制系统","","ChainNode"
"083d572e-0e87-51c5-8da6-5f4c2fe4f562","industry:sw:workbook_snapshot_v1:710100","计算机设备","","Industry"
"0841c65a-3d74-5937-8acd-6c17884a159a","chain_node:v2_158062613b8b3a5d0f00b92b3c156afc4c2b12e9","硅橡胶配方生产服务","","ChainNode"
"085466d9-06f0-551c-b6fa-0d97b4d753e9","chain_node:v2_d8acc916185a45f97b8012e317841fef5b41d5e7","服饰零售服务","","ChainNode"
"085fa5de-08b4-5bfa-afc8-6cbc19209eac","chain_node:v1_b835e5dd9f2332e8452b87954b15155c3c6fa079","涂附磨具","","ChainNode"
"08712d73-e6db-522d-a217-7006af9012b5","chain_node:v2_91e2a0da34375285faf122fd6ffb439d8ac828ef","数字身份数据库基础设施","","ChainNode"
"08794f8b-0308-564e-a55f-02e30a9863b2","industry_chain:printing_inks","印刷油墨产业链","","IndustryChain"
"089273e1-28c7-5320-9a4e-923617c63957","chain_node:v1_3de27450a9e984e8510694c8baa7b5a3c6a9a32a","集成电路封测","","ChainNode"
"089e698d-72eb-5173-8ac3-8f6b945bbd9f","chain_node:v2_7fb13b811fa452ec8fe3cc4a97c363ae101a7cb8","共享单车运营服务","","ChainNode"
"089fe79e-317d-5a29-afba-c6d7f8b362f3","chain_node:v2_85129e0b61d1267791e066bce258fa60def37c71","LED照明模组","","ChainNode"
"08a5fb28-e376-5c6a-a262-32deceb07ca9","chain_node:v2_db89bf78e1edc5dc084678a77cd90a446f8ca5cc","企业IT系统集成服务","","ChainNode"
"08a635ee-65ad-5a33-af9d-01672f05a91b","concept:master_v1_b2b0850a3e7c7bbf","军工信息化","","Concept"
"08c6bbba-7faf-5145-8b40-f373be9c0772","chain_node:v2_a2d5b01b8a50c2ea47ed2f3aa39d08989d29d2c3","智能手表SoC","","ChainNode"
"08ccc18e-96d1-5fcc-b1ce-13e8369afdb9","chain_node:v2_03ee2329f56eaf4c9fd4c314f0df40698915ba59","血氧算法软件","","ChainNode"
"08ddd66e-963f-58fb-83df-8487f188b151","industry_chain:tabletop_game_products","桌面游戏用品产业链","棋牌用品产业链","IndustryChain"
"08f2eb03-bfaa-5da4-9057-6772b9755ea1","concept:master_v1_84167afeaf356553","租售同权","","Concept"
"08f35b59-85d1-53a0-a013-790cbe7e7b2d","industry:sw:workbook_snapshot_v1:430303","房地产综合服务","","Industry"
"08fa4fc3-f87a-558d-b989-0f3718d89c9b","chain_node:v2_119c6d99325d289a241de4658c6fbb4c754144a7","日化表面活性剂","","ChainNode"
"092b880e-e8e9-5ede-89f3-565cde868494","industry_chain:snack_foods","休闲食品产业链","休闲零食产业链","IndustryChain"
"0935a627-785d-5258-8513-80350639702d","chain_node:v1_bf33531229ccf72f23c221db2131c21022978e26","BC电池","","ChainNode"
"0936a445-9485-5fd4-8bac-ea9e53d14e4c","chain_node:v2_734ab8369ccd3ce1ca7a4b774ea4905717884d5c","风电场土地使用许可","","ChainNode"
"094796fc-4a93-5528-b55a-eb36b6254946","chain_node:v2_79102b0b1b41b0d7b60a52bc54edce95b8cb6687","检验检测报告","","ChainNode"
"097129b7-6b9d-539a-891a-858613f46020","industry_chain:ai_data_center_liquid_cooled_servers","AI数据中心液冷服务器产业链","","IndustryChain"
"097c2b46-ba7f-5492-8e8a-012da7f169d8","chain_node:v2_2fc18047340a1fab34e55f69f0b3ccb06c949a19","聚氨酯硬质泡沫","","ChainNode"
"097d4fa8-0866-5b7b-8fe4-c3b7e3d30e41","chain_node:v2_c199e284a1ac76ab6f0f09443df559bc91cf7226","分布式光储充系统","","ChainNode"
"09840ee1-bdd7-5a7e-b781-e2e3703fb88c","chain_node:v2_a4081a506a1daf2fcdc8d20929506a929ecdf744","商业图片版权授权服务","","ChainNode"
"099072ff-2054-54fd-a96c-23dee3393314","industry_chain:automotive_shock_absorbers","汽车减振器产业链","","IndustryChain"
"09919af8-6209-5f4e-83e8-868d0d65278b","chain_node:v2_7f65e1f1664d2e5699265f3824d905d0131bbfe8","CPO光引擎","","ChainNode"
"09948bfe-ecb8-5663-9fad-661fd6759b38","chain_node:v2_f12a238abb2c74ce100cd6c8febd58082addf768","切磨裸钻","","ChainNode"
"099f1b2f-0e4e-5f00-9c04-618362dcd1e1","industry_chain:assisted_reproductive_medical_services","辅助生殖医疗服务产业链","辅助生殖服务产业链","IndustryChain"
"09a13623-174c-54f1-934a-ed703faf96c4","chain_node:v2_ad33e2298685518eb8223b16dc33d401995e2501","市政污水处理厂工艺设备","","ChainNode"
"09b4eb0e-e705-5983-a259-9365bcac2252","chain_node:v2_c9172345e07e434de4340f6e7f67753a211d373e","商业遥感数据服务","","ChainNode"
"09b6c25f-0c9d-5aaf-813a-8bc91203f851","chain_node:v1_055cd0e6985e5b5dbc841017d3fc736bb4570686","白酒","白酒Ⅱ|白酒Ⅲ|白酒概念","ChainNode"
"09dba43b-8045-55ab-80dd-3f30d74af950","chain_node:v2_95ba409ceac1c3fc1824e242a5dc0c07a419e35f","民用飞机型号合格证","","ChainNode"
"09dd1543-903d-5759-b8b9-5d1647fd88f5","chain_node:v2_936f35f23a9b7fbf5097fd58f5dad6072af48451","全屋智能家居系统","","ChainNode"
"09e3b673-e2f4-5e3d-918b-4c3c98cb641a","chain_node:v2_b4fe5db30689fc5a78a4adc487e0ec18efc194b6","厨房小家电控制器","","ChainNode"
"09e84b4b-035b-553d-b50c-726370d690fd","concept:master_v1_808ea5fd6152a12d","智能家居","","Concept"
"09f21f04-be38-52b4-8a3d-3dbd3c9e6f1d","chain_node:v1_115f1a11c2ca4c96e1805b8cd1a3f2fbe49fb16a","橡胶制品","","ChainNode"
"09fc42e9-f9ee-57c2-934e-8eb37e40297d","chain_node:v2_4de9897c009708707fa49f36632b308cc9fab2b1","特高压换流阀","","ChainNode"
"0a04d4cb-1b68-5626-b11c-45877507eeed","chain_node:v2_2fef96a851c6c74987c0ec74e7046fe7c57c0ea0","工业设备材料采购服务","","ChainNode"
"0a050042-530d-53b8-a673-6266f3a790f2","chain_node:v1_3dfc992c005af146bb3b954440bf46cf31246189","互联网保险服务","互联网保险","ChainNode"
"0a1583a3-ea61-5239-9240-62f0aba0199a","chain_node:v2_52ffc7f6af58ed2962912eb871a7422ef9407d0f","GIS平台","","ChainNode"
"0a197d1c-4872-5ce2-a41e-6b04adf09852","chain_node:v2_513fff1872d6d9a53fc6ed4b7049962fae7b7fe7","NAND Flash封装测试服务","","ChainNode"
"0a19c62c-24f8-5a7f-a777-29d7aa178002","industry:sw:workbook_snapshot_v1:240602","镍","","Industry"
"0a1b509d-21b1-5160-b80b-474186258618","chain_node:v2_73861350b8dd277abade1c64c28bead50d3cab2d","锂离子电芯制造服务","","ChainNode"
"0a22df3f-84a5-5fd8-b9e8-4e4ad9eba514","chain_node:v2_a9c590c6b0d0b0a3bbc43317cae09dafd18d4543","印刷包装品","","ChainNode"
"0a60f219-f3c3-54bb-80cd-a77101f1a2e2","industry:sw:workbook_snapshot_v1:461001","博彩","","Industry"
"0a650349-50eb-5b9a-bd59-81a9fe939c96","chain_node:v2_23580fe50bf736d04b40153ec92e492a898cdff7","水处理泵阀","","ChainNode"
"0a657b79-7380-51f8-9028-021f6ecf3b9a","chain_node:v2_60d67c1e6bd8bf30b8d60e2c4e6cc40c78cefcdb","污水处理尾水","","ChainNode"
"0a65e899-80d2-591a-99f6-2f95d101df47","chain_node:v2_db825c17212e3553ebc18ad81a547ce20574e9bc","风电玻璃纤维熔制拉丝服务","","ChainNode"
"0a8261d3-0341-5739-bee3-b1cf13b49971","industry:sw:workbook_snapshot_v1:650401","航海装备Ⅲ","","Industry"
"0a8557a3-8161-5e57-9ee9-21f62189705b","chain_node:v2_38134598ff1a220a91ed8bd3d79b65fa46cfe096","PEEK聚合服务","","ChainNode"
"0a90b4a7-27be-5a6e-bc46-1c59d971d8ba","industry:sw:workbook_snapshot_v1:350208","运动服装","","Industry"
"0a934e9d-7971-5425-850b-5f375187c08a","industry_chain:cybersecurity_software","网络安全软件产业链","","IndustryChain"
"0a9624bb-4a48-58bd-9328-d8ac66abcd8c","chain_node:v2_752e72975f12fe7bf081e7cd23c5166ea91c7f28","电动汽车直流充电连接器","","ChainNode"
"0abf6325-a9f3-5653-bfb6-eef2c311eb35","chain_node:v2_cc59d39d67ce7234cef26b7ad076ac1898d760cc","自升式海上作业平台总装集成服务","","ChainNode"
