":START_ID",":END_ID",":TYPE","chain_id","relation_key","contextual_stage","position","mechanism"
"005bb987-7971-5e37-9eb7-9aae7e9a8cdb","e1f00ace-a50f-5b22-a394-ec7adbb9e98a","INPUT_TO","e2ef5ea0-254f-5400-86ee-3b004d78af27","industry_chain:prepared_food_products|chain_node:v2_2f1085a906178b1b05e3e9d63a3dd1849072108a|input_to|chain_node:v1_22ea4d3e509bfae97c0fb3148a43cf4b26ab570a","","","预加工食品加工服务以材料、产品、数据、权利或专业服务交付物形式直接进入预加工食品；本边不跨越另一可独立采购或验收的中间节点。"
"0068a811-9bd0-5c07-8ff7-c5444a34b14c","dde87c7d-de5a-5d1c-bebc-3e5b34cc0c77","INPUT_TO","36b9f21c-0291-5841-ac81-1109ab11f86b","industry_chain:commercial_real_estate_development_services|chain_node:v1_7d4d32b83367e129f8055f4f78efc164646a4ec0|input_to|chain_node:v2_08a3bfd8f4d094b792f36b5d135a96bc40281496","","","房屋建设的合格材料、设备输出或专业服务直接进入商业地产开发服务的生产、集成或运营。"
"006a5acd-a586-535b-add7-ed3013bd7640","7763e9aa-6b9e-5478-b119-405532b907fd","IS_SUBCATEGORY_OF","","industry:sw:workbook_snapshot_v1:720900|is_subcategory_of|industry:sw:workbook_snapshot_v1:720000","","","Authoritative Industry classification hierarchy"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","264a908b-468e-5235-87d4-f4989d34b053","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_81bb08e353aca42df53f5cbf2e87ae10b14b664f","upstream","1","冻结链scope明确列出“动力电池”；经行业边界复核，纯电动汽车动力电池包是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","593aa819-37cb-5983-8b5e-99c856faa7f8","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_a32b24f093bf3134eeab5dc2e37af25eaa3659e9","upstream","1","冻结链scope明确列出“底盘车身”；经行业边界复核，纯电动汽车底盘车身系统是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","65e1cb0b-ccc9-5286-9a2f-6edb83d07057","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_f93e2401bed424d8a0c51572b6dd5d9ab948fd05","upstream","3","冻结链target_output明确列出“公告认证”；经行业边界复核，新能源汽车公告认证服务是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","b71f9ad5-b0da-5023-868f-02d3bc74db6c","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_bdb30dbb279a3872b9b14721ded1e819411f49a8","upstream","1","冻结链scope明确列出“热管理”；经行业边界复核，纯电动汽车热管理系统是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","dc46975f-0441-592c-9588-18a7c90e7793","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_07db556869461f121dae68ba463aa11a06031a1c","midstream","2","冻结链technology_route_qualifier明确列出“纯电”；经行业边界复核，纯电动汽车整车是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","f142c74a-67ef-518e-abea-54d7ee8f0dfc","HAS_NODE","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|has_node|chain_node:v2_a3366f5e5ee6c6eb3389cb800615a66790cf620a","upstream","1","冻结链scope明确列出“电驱、电控”；经行业边界复核，纯电动汽车电驱总成是本链核心经济单元。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","55e4c743-511a-51dd-8aa5-5a0ea2cafb85","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_6ff8f923bfe6635d","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“小米汽车生态”的定义“围绕小米汽车生态企业或品牌生态、供应链和合作伙伴形成的投研概念，不表示该公司主体身份。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","61fb69d1-3442-57d6-9d1e-471f5f9d8066","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_c3c0184ffb80b241","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“特斯拉生态”的定义“围绕特斯拉生态企业或品牌生态、供应链和合作伙伴形成的投研概念，不表示该公司主体身份。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","62cfd327-6ea3-5cf7-af94-a5cade025030","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_7e329a4f305d89d2","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“新能源产业”的定义“围绕新能源产业政策目标、实施工具和受影响产业形成的跨行业投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","7761f10b-632e-5441-ba99-952f9d90f015","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_9199aca702fafa09","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“长安汽车生态”的定义“围绕长安汽车生态企业或品牌生态、供应链和合作伙伴形成的投研概念，不表示该公司主体身份。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","92b295ec-3c8f-5d3d-a808-841390a60247","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_d1f895d9ac17d2ba","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“新能源车”的定义“围绕新能源车共同市场预期聚合相关行业、企业和产业链节点的投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","d01eb017-d530-5c0c-b53e-a4d8e8bbb7a2","MAPPED_TO_CONCEPT","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_concept|concept:master_v1_f20a0692fa05cd74","","","经逐条专家复核，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”、范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”及路线/用途“纯电、插电混动与燃料电池汽车”与概念“比亚迪生态”的定义“围绕比亚迪生态企业或品牌生态、供应链和合作伙伴形成的投研概念，不表示该公司主体身份。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"007d5615-e7f5-5a58-9d97-c8538c0592e0","ee0c5688-7889-5a45-b165-e3fc41746258","MAPPED_TO_INDUSTRY","007d5615-e7f5-5a58-9d97-c8538c0592e0","industry_chain:new_energy_vehicles|mapped_to_industry|industry:sw:workbook_snapshot_v1:280501","","","该行业因子直接发现本链，产业链目标产出“以电驱为主要动力并完成公告认证的汽车整车”及范围“从动力电池、电驱、电控、热管理、智能座舱和底盘车身到整车研发制造、销售、充换电、售后与回收”与“电动乘用车”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"00823654-88a9-5ddc-b2e1-cbebfc9e85ba","5f1da363-a5c8-501b-9054-2a6d7b584dcf","INPUT_TO","7b245676-bb3a-5e92-abd3-834dd727f4b4","industry_chain:commercial_trucks|chain_node:v1_7a66f1cb23fe3de554d7b975f02fbe4ce181c4ba|input_to|chain_node:v1_6c6de763e85297c597608c4a670977eb4265dcad","","","商用载货车的合格材料、设备输出或专业服务直接进入公路货运的生产、集成或运营。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","475a1175-9e54-51ed-a952-731c9a96920a","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_3d978bf902c8b74d39145f6285f25bee397fe4f4","upstream","1","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；CPE结构件是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","5f4485f7-94da-5198-84b1-17c3a888c9e5","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_e76404f0177e9be2ead9f19d32d1062f0f314a3e","midstream","2","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；5G CPE通信终端是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","9b92fa61-7523-5956-911d-65d567905a36","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_446916e550665afa39c109c0ccf26c41945f1fe7","upstream","1","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；5G终端天线是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","a0475fbd-f4c3-5a68-8a22-e575bac8028c","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_e067fb0bf3f9021b37d879aa7f9ba06b23812d49","upstream","1","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；射频前端模组是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","a84f9794-4cc0-5047-89eb-ae00c426c983","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_6790a5a184bae5686817f5a64a9f2922b0656ba1","upstream","1","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；CPE电源适配器是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","eab1dd83-e60e-5ade-8bb7-6790e8a5c057","HAS_NODE","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|has_node|chain_node:v2_43d7aa53b1c226ceb4fd16e247e16f70ac879dcd","upstream","1","冻结链scope界定“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”，并完成节点边界及直接经济作用复核；5G基带芯片是该选定路线的核心可观测经济单元。"
"00a83b14-082a-5e7d-b62f-462e9942c89a","f6130422-434c-598e-b324-8afc52184de7","MAPPED_TO_INDUSTRY","00a83b14-082a-5e7d-b62f-462e9942c89a","industry_chain:telecommunications_terminals_and_accessories|mapped_to_industry|industry:sw:workbook_snapshot_v1:730206","","","该行业因子直接发现本链，产业链目标产出“用于移动和固定通信接入的终端设备及配套产品”及范围“从芯片、射频、显示、电池、结构件和软件到手机、CPE、对讲与物联网终端、配件、渠道和售后”与“通信终端及配件”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"00f9a4bf-b389-57c2-bd0f-0189cac2a3bb","2154790d-2c9b-5e99-b697-de6c62db4c38","INPUT_TO","4515bc82-2464-5240-b853-54054a856c65","industry_chain:lead_metal|chain_node:v2_dad076a80d692bd5eafe860c231a4581ecba3c59|input_to|chain_node:v2_810aa26e6aa25ab2b9ea897bd34a22ca44fd7fa8","","","铅锌矿石以材料、产品、数据或专业服务形式直接进入铅精矿的生产或运营；本边不跨越另一独立中间产品。"
"011599c9-46b1-550e-9809-0c985acef1c5","b1a5c657-db26-59a4-b855-81db9e60271e","INPUT_TO","f2330354-b886-58e4-bc99-00cb94525919","industry_chain:naval_vessels_and_marine_defense_equipment|chain_node:v2_a8883dcf4b3cced278ad23021be0870074154027|input_to|chain_node:v2_57129272541e7192aeaf9164636fd5eb664f576d","","","舰载雷达通信系统以材料、产品、数据或专业服务形式直接进入防务舰船系统集成服务的生产或运营；本边不跨越另一独立中间产品。"
"01159d34-1ff4-55cf-821a-0343925794a4","f5fac259-b190-59f3-864a-5b0b971201ff","DEPENDS_ON","ca821981-8c35-53c9-982a-fea7b6baffb5","industry_chain:duty_free_retail_services|chain_node:v1_0f0483c5876549c0f962c8fca3aa6eeb051d0334|depends_on|chain_node:v2_b705056d31a398ab853bfe5967d85adc3db62f41","","","免税零售的持续生产或交付依赖免税仓储履约基础设施这一专用设备、基础设施、软件或专业能力；后者不成为其物料组成。"
"011e71ad-23d0-5f8f-a7bf-ce06a06033bc","068fe84c-03e7-5cd8-97e5-dd4b02267ec0","DEPENDS_ON","8c15ca31-d2ff-5a91-a739-e47bf7dfdb40","industry_chain:ride_hailing_services|chain_node:v1_3a37379777925de10142e95e587cb12a5b08d263|depends_on|chain_node:v2_e327a95a16320dcd450de7b8bd3aaaba6de6135d","","","网约车服务的持续生产或交付依赖网约车调度平台这一专用设备、基础设施、软件或专业能力；后者不成为其物料组成。"
"0125122b-62a3-5232-9f8e-d6e705c14e01","7f9ec7d3-b501-548d-b5ba-c9e6225dfa78","INPUT_TO","5424f843-a628-523d-936d-713955a1d91f","industry_chain:textile_chemicals|chain_node:v2_1407ea7f0d5dcf6f753751839fd22c0d228c1df7|input_to|chain_node:v2_f7078b8a1dc7d0f0da5a506bfe441a1d90b979dc","","","纺织助剂配方生产服务以可采购材料、产品、数据、权利或专业服务形态直接进入纺织功能整理剂的生产或运营，本边不跨越另一独立中间经济单元。"
"0125122b-62a3-5232-9f8e-d6e705c14e01","af8d1516-c125-5fc1-8bce-a7116bf4e142","INPUT_TO","5424f843-a628-523d-936d-713955a1d91f","industry_chain:textile_chemicals|chain_node:v2_1407ea7f0d5dcf6f753751839fd22c0d228c1df7|input_to|chain_node:v2_d0cceb9372a8ecc63c7f0e28e57626e209e5e87b","","","纺织助剂配方生产服务以可采购材料、产品、数据、权利或专业服务形态直接进入纺织前处理助剂的生产或运营，本边不跨越另一独立中间经济单元。"
"012eabeb-43e2-5f2d-8039-d2d9b073569f","72343724-0786-5d79-b583-f2aaadb40770","IS_COMPONENT_OF","a209daa1-8615-505c-a17d-7c5e1e2bd5e8","industry_chain:nuclear_power_generation|chain_node:v2_e63c15ebe17cff0fb5e44957509791d33258a2b7|is_component_of|chain_node:v2_ef55d0610133c96df7a8a6c1642627310d87eb53","","","压水堆核燃料组件在压水堆核电机组基础设施中保留可识别的功能、实物或验收边界，是其直接部件或系统组成。"
"01543199-c7f6-56b2-a3b8-4da20d8f9b31","e977c9d7-d8de-5a11-9cd5-6fd016d2526a","INPUT_TO","092b880e-e8e9-5ede-89f3-565cde868494","industry_chain:snack_foods|chain_node:v2_a064bd2f7a3fdc1a58176079f09c8324a5f50021|input_to|chain_node:v2_8c6dd5c5fbde9bb32149e5828edf938dccf1a2d0","","","休闲食品调味料以可采购材料、产品、数据、权利或专业服务形态直接进入休闲食品加工服务的生产或运营，本边不跨越另一独立中间经济单元。"
"016106d3-ee7f-575e-a2e7-21268f933427","f7bc7dd2-5112-5669-b2d7-36e816437ba4","INPUT_TO","cd2d7692-7a0c-599a-b78d-ed9c34ecee4f","industry_chain:topcon_solar_cells|chain_node:v2_224f01f937b9cb92b44e3ccbf12114601003da80|input_to|chain_node:v2_b5b72a8d2f68652e014b3387e6c9756cb785778a","","","磷掺杂多晶硅层沉积服务以可采购材料、产品、数据、权利或专业服务形态直接进入TOPCon电池金属化服务的生产或运营，本边不跨越另一独立中间经济单元。"
"0162be21-4acf-5258-bed5-78f49a0ad92e","8bd3ccc8-dd9c-5eee-998b-be7a7b48313a","DEPENDS_ON","26e3420b-fc92-5c1b-adfc-875a27332563","industry_chain:building_inspection_services|chain_node:v1_bd6739cd4cb9c87d5f45c8549bec19106a97494b|depends_on|chain_node:v2_cad095a2efcd2f46d2aadceb2894137c3243fddb","","","房屋检测的生产或持续运营直接依赖建筑结构检测仪器提供的专用设备、基础设施、软件或合规能力。"
"0162be21-4acf-5258-bed5-78f49a0ad92e","bd7e727e-b362-5a5c-939a-6ada10c33f78","INPUT_TO","26e3420b-fc92-5c1b-adfc-875a27332563","industry_chain:building_inspection_services|chain_node:v1_bd6739cd4cb9c87d5f45c8549bec19106a97494b|input_to|chain_node:v2_cb8fd2b6e457a74186723ffde8c936ffe5c2949d","","","房屋检测作为合格材料、设备输出或专业服务，直接进入房屋加固设计服务的生产、集成或运营。"
"0162be21-4acf-5258-bed5-78f49a0ad92e","f4118f6d-6b0a-59ad-b54c-4510fa3ec05b","IS_SUBCATEGORY_OF","","chain_node_relation:131e2076-8b47-5e11-86ea-00b6a33de9f1","","","“房屋检测”的全部稳定语义实例均落入“检测服务”的冻结类别边界，关系方向为子类到父类。"
"01693e27-c53c-55e1-a202-02e4e3db7005","20397df0-4c86-58dd-b787-4faada9b1d12","HAS_NODE","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|has_node|chain_node:v1_e9819d85aa99444d7675e07f4e2a53e81a4bf9ed","midstream","2","冻结链target_output明确列出“项目交付”；经行业边界复核，数字孪生实施服务是本链核心经济单元。"
"01693e27-c53c-55e1-a202-02e4e3db7005","6a97b07c-79f4-5fcc-a87a-7423f047daee","HAS_NODE","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|has_node|chain_node:v2_6591d077656aac863ce39fc90faed5c29b88ea89","upstream","1","冻结链scope明确列出“数据接入”；经行业边界复核，工业物联网数据接入服务是本链核心经济单元。"
"01693e27-c53c-55e1-a202-02e4e3db7005","fcee22f0-159b-5ffb-8273-5af5ffb1b1b2","HAS_NODE","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|has_node|chain_node:v1_023644651fa64551f2603ebb0708eecac8bff764","upstream","1","冻结链scope明确列出“云平台”；经行业边界复核，数字孪生软件平台是本链核心经济单元。"
"01693e27-c53c-55e1-a202-02e4e3db7005","0ba2ab6f-9895-58ce-825e-187246e1bd9d","MAPPED_TO_CONCEPT","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|mapped_to_concept|concept:master_v1_9a88efcf6a307038","","","经逐条专家复核，产业链目标产出“为物理对象构建可同步、仿真和运营的数字模型并完成项目交付”、范围“从传感器、物联网、三维模型、仿真引擎、云平台和行业数据到建模、系统集成、数据接入、校准、运维与迭代”及路线/用途“工业与城市数字孪生”与概念“数字孪生”的定义“围绕物理对象数字映射、仿真、监控和优化技术形成的跨行业投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"01693e27-c53c-55e1-a202-02e4e3db7005","9b7de531-712a-5249-a8b4-d91e2c55ced7","MAPPED_TO_CONCEPT","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|mapped_to_concept|concept:master_v1_44a38206ffeacd4a","","","经逐条专家复核，产业链目标产出“为物理对象构建可同步、仿真和运营的数字模型并完成项目交付”、范围“从传感器、物联网、三维模型、仿真引擎、云平台和行业数据到建模、系统集成、数据接入、校准、运维与迭代”及路线/用途“工业与城市数字孪生”与概念“物联网”的定义“围绕物联网技术路线、关键能力及其上下游应用形成的跨行业投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"01693e27-c53c-55e1-a202-02e4e3db7005","c75c8d44-e05c-5249-bb29-f7efd128734f","MAPPED_TO_CONCEPT","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|mapped_to_concept|concept:master_v1_e59d8d96da3add5b","","","经逐条专家复核，产业链目标产出“为物理对象构建可同步、仿真和运营的数字模型并完成项目交付”、范围“从传感器、物联网、三维模型、仿真引擎、云平台和行业数据到建模、系统集成、数据接入、校准、运维与迭代”及路线/用途“工业与城市数字孪生”与概念“元宇宙”的定义“围绕元宇宙技术路线、关键能力及其上下游应用形成的跨行业投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"01693e27-c53c-55e1-a202-02e4e3db7005","69529720-95cb-513e-a58e-a43665d3b80c","MAPPED_TO_INDUSTRY","01693e27-c53c-55e1-a202-02e4e3db7005","industry_chain:digital_twin_implementation_services|mapped_to_industry|industry:sw:workbook_snapshot_v1:710301","","","经受控语义复核，产业链目标产出“为物理对象构建可同步、仿真和运营的数字模型并完成项目交付”及范围“从传感器、物联网、三维模型、仿真引擎、云平台和行业数据到建模、系统集成、数据接入、校准、运维与迭代”与“IT服务Ⅲ”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"0179bdf8-2a8e-5a6e-962f-3375f3ea5df9","7eed494b-9f42-5178-ab78-8dee903aa6f0","INPUT_TO","917a2969-9068-516e-9dad-2078d4641ae6","industry_chain:urban_water_supply_services|chain_node:v2_03bad55d1efe748d4f3c02ecc208a61aa2c6286e|input_to|chain_node:v2_08c29b24994753f60a0b2ad84bd64cdf0bfdcb99","","","城市原水以材料、产品、数据或专业服务形式直接进入城镇净水处理服务的生产或运营；本边不跨越另一独立中间产品。"
"017a8df0-2adb-5f9a-a367-72e7ddc710ec","e3264980-4a53-5504-af83-dda0d096d762","IS_SUBCATEGORY_OF","","chain_node_relation:44884abd-2f32-521f-bfc1-3a9e457e27ae","","","“办公订书钉”的全部 approved 稳定语义实例均落入“办公装订用品”的 approved 类别边界，方向为子类到父类。"
"0184202c-6030-580b-9475-d3e8813a0a57","464b383f-88a6-55bd-9326-d8579435336d","HAS_NODE","0184202c-6030-580b-9475-d3e8813a0a57","industry_chain:photovoltaic_inverters|has_node|chain_node:v2_c11fca0f30b58bd836bf6b83095de66a4f5f6974","midstream","2","冻结链scope界定“从功率半导体、磁性元件、电容和控制芯片到逆变器制造、认证、系统集成与运维”，并完成节点边界及直接经济作用复核；光伏逆变器整机制造服务是该选定路线的核心可观测经济单元。"
